episode,return,length,epsilon,loss,q_mean,td_error_mean,icm_loss,intrinsic_reward_mean,eval_return_mean,eval_return_std,eval_length_mean,agent,env,reward_type,lr,gamma,seed,eta
1,14.0,14,1.0,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
2,28.0,28,0.9968333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
3,17.0,17,0.9936666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
4,26.0,26,0.9905,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
5,19.0,19,0.9873333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
6,30.0,30,0.9841666666666666,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
7,21.0,21,0.981,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
8,46.0,46,0.9778333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
9,14.0,14,0.9746666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
10,12.0,12,0.9715,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
11,18.0,18,0.9683333333333334,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
12,31.0,31,0.9651666666666666,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
13,30.0,30,0.962,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
14,33.0,33,0.9588333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
15,31.0,31,0.9556666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
16,12.0,12,0.9525,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
17,45.0,45,0.9493333333333334,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
18,9.0,9,0.9461666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
19,17.0,17,0.9430000000000001,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
20,22.0,22,0.9398333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
21,11.0,11,0.9366666666666666,nan,nan,nan,,,,,,dqn,cartpole,dense,0.01,0.99,6,
22,67.0,67,0.9335,0.02137880027294159,0.8711339831352234,0.1863696128129959,,,,,,dqn,cartpole,dense,0.01,0.99,6,
23,38.0,38,0.9303333333333333,0.006647142581641674,1.135188102722168,0.10520809143781662,,,,,,dqn,cartpole,dense,0.01,0.99,6,
24,20.0,20,0.9271666666666667,0.0023690257221460342,1.0618821382522583,0.053043752908706665,,,,,,dqn,cartpole,dense,0.01,0.99,6,
25,20.0,20,0.924,0.0053768400102853775,0.921029806137085,0.10235439240932465,,,,,,dqn,cartpole,dense,0.01,0.99,6,
26,41.0,41,0.9208333333333334,0.0004208419122733176,1.0303425788879395,0.019077274948358536,,,,,,dqn,cartpole,dense,0.01,0.99,6,
27,19.0,19,0.9176666666666666,0.0010777013376355171,0.9884897470474243,0.04002363979816437,,,,,,dqn,cartpole,dense,0.01,0.99,6,
28,24.0,24,0.9145,0.0005651874234899879,1.0598597526550293,0.031355783343315125,,,,,,dqn,cartpole,dense,0.01,0.99,6,
29,18.0,18,0.9113333333333333,0.00033723778324201703,1.0092427730560303,0.018983066082000732,,,,,,dqn,cartpole,dense,0.01,0.99,6,
30,17.0,17,0.9081666666666667,0.0003946984652429819,1.006486415863037,0.02383333072066307,,,,,,dqn,cartpole,dense,0.01,0.99,6,
31,14.0,14,0.905,0.00043774262303486466,1.0408552885055542,0.02260402962565422,,,,,,dqn,cartpole,dense,0.01,0.99,6,
32,44.0,44,0.9018333333333334,9.506323840469122e-05,1.0247247219085693,0.009851864539086819,,,,,,dqn,cartpole,dense,0.01,0.99,6,
33,25.0,25,0.8986666666666667,0.00016773364041000605,1.0327277183532715,0.010715076699852943,,,,,,dqn,cartpole,dense,0.01,0.99,6,
34,9.0,9,0.8955,0.00018310447921976447,1.0182971954345703,0.01218527089804411,,,,,,dqn,cartpole,dense,0.01,0.99,6,
35,29.0,29,0.8923333333333333,0.0002488919417373836,1.034819483757019,0.012143886648118496,,,,,,dqn,cartpole,dense,0.01,0.99,6,
36,11.0,11,0.8891666666666667,0.00021572550758719444,1.0321929454803467,0.01038379780948162,,,,,,dqn,cartpole,dense,0.01,0.99,6,
37,14.0,14,0.886,0.0002493924694135785,1.0246965885162354,0.014374056831002235,,,,,,dqn,cartpole,dense,0.01,0.99,6,
38,12.0,12,0.8828333333333334,0.0003607665130402893,1.0295000076293945,0.012599953450262547,,,,,,dqn,cartpole,dense,0.01,0.99,6,
39,16.0,16,0.8796666666666667,0.0001571725879330188,1.0339648723602295,0.008557667024433613,,,,,,dqn,cartpole,dense,0.01,0.99,6,
40,27.0,27,0.8765000000000001,7.825497596058995e-05,1.0194666385650635,0.008194268681108952,,,,,,dqn,cartpole,dense,0.01,0.99,6,
41,12.0,12,0.8733333333333333,0.0002617749269120395,1.0295501947402954,0.010830721817910671,,,,,,dqn,cartpole,dense,0.01,0.99,6,
42,13.0,13,0.8701666666666666,0.0006537419394589961,1.0372859239578247,0.015751346945762634,,,,,,dqn,cartpole,dense,0.01,0.99,6,
43,13.0,13,0.867,0.00017501665570307523,1.0234503746032715,0.010050959885120392,,,,,,dqn,cartpole,dense,0.01,0.99,6,
44,16.0,16,0.8638333333333333,0.00013244849105831236,1.0263433456420898,0.010631158016622066,,,,,,dqn,cartpole,dense,0.01,0.99,6,
45,15.0,15,0.8606666666666667,7.487223774660379e-05,1.0313663482666016,0.010293159633874893,,,,,,dqn,cartpole,dense,0.01,0.99,6,
46,15.0,15,0.8575,0.00019051687559112906,1.0237995386123657,0.010524651035666466,,,,,,dqn,cartpole,dense,0.01,0.99,6,
47,19.0,19,0.8543333333333334,0.0005239534075371921,1.034714698791504,0.012595194391906261,,,,,,dqn,cartpole,dense,0.01,0.99,6,
48,14.0,14,0.8511666666666666,0.00013688503531739116,1.0230059623718262,0.010237416252493858,,,,,,dqn,cartpole,dense,0.01,0.99,6,
49,13.0,13,0.848,0.00026291783433407545,1.026393175125122,0.014170070178806782,,,,,,dqn,cartpole,dense,0.01,0.99,6,
50,16.0,16,0.8448333333333333,0.00015433324733749032,1.035429835319519,0.009275275282561779,,,9.9,0.7000000000000001,9.9,dqn,cartpole,dense,0.01,0.99,6,
