seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type,source_family,analysis_cohort,env_reward,mechanism,mechanism_param_name,mechanism_param_value,config_key,alpha,beta
2,DQN_RND,0.01,0.99,199.87998962402344,0.9699999690055848,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,199.87998962402344,275.90286410200133,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
3,DQN_RND,0.01,0.99,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,387.2398630860007,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
4,DQN_RND,0.01,0.99,136.9199981689453,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,136.9199981689453,382.5699250519974,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
5,DQN_RND,0.01,0.99,184.6199951171875,0.0700000002980232,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,184.6199951171875,392.0349047920026,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
6,DQN_RND,0.01,0.99,198.77999877929688,0.8700000047683716,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,198.77999877929688,414.0295898730001,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
7,DQN_RND,0.01,0.99,163.52999877929688,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,163.52999877929688,419.5495071790028,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
8,DQN_RND,0.01,0.99,9.460000038146973,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.460000038146973,397.0710642699996,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
9,DQN_RND,0.01,0.99,180.5399932861328,0.0099999997764825,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,180.5399932861328,404.1764134600016,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
0,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,26.459999084472656,347.56897946200115,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
1,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,344.33334958699925,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
2,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,27.189998626708984,358.83026424999844,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
3,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,354.1375378490011,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
4,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,354.36091843900067,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
5,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,70.0199966430664,364.3660584040008,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
6,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,21.0,356.0047252149998,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
7,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,346.5540722540027,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
8,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.279998779296875,352.5491602229995,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
9,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,19.35999870300293,358.026660214,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b0.1,,0.1
0,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,27.03999900817871,356.8852529890028,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
1,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,353.6765151250001,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
2,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,27.479999542236328,361.33480613400025,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
3,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,356.5860646309993,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
4,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,355.10297532700133,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
5,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,62.37999725341797,362.09550766699977,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
6,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.920000076293945,347.0475200100009,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
7,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,346.9377882049994,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
8,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.209999084472656,353.84376515299664,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
9,DQN_RND,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,27.69999885559082,358.7651954559988,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.95_b1.0,,1.0
0,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,17.440000534057617,358.4797923000005,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
1,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,355.7877994070004,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
2,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,25.60999870300293,360.1013513049984,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
3,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,355.42544145699867,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
4,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,355.4150762930003,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
5,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,64.29999542236328,366.16613141500056,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
6,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.84000015258789,348.66913810700134,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
7,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,348.5857394070008,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
8,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,19.68000030517578,354.717507409001,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
9,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,35.939998626708984,359.8797675829992,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b0.1,,0.1
0,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.86999893188477,355.5713366969976,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
1,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,352.50580826700025,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
2,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,27.170000076293945,359.993720216,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
3,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,355.86942137000005,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
4,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,354.4865210400021,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
5,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,64.66999816894531,364.087836576,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
6,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,21.19999885559082,348.4150518530005,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
7,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,348.34761388100014,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
8,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,19.51000022888184,353.59742017700046,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
9,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,21.78999900817871,359.1061782979996,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.0005_g0.99_b1.0,,1.0
0,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,353.13743709999835,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
1,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,352.1199644320004,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
2,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,17.739999771118164,355.3082471939997,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
3,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,28.53999900817871,356.10986944199976,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
4,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.799999237060547,355.53803702100413,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
5,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,23.68000030517578,358.7500081239996,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
6,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,14.719999313354492,356.8491717020006,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
7,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,358.266689297001,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
8,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.649999618530272,356.5520624960045,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
9,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.6299991607666,359.53250729799765,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b0.1,,0.1
0,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,356.9127403160019,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
1,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,357.9050186780005,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
2,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,17.079999923706055,357.45228865899844,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
3,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,25.51999855041504,356.8726985059984,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
4,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,19.13999938964844,356.78495577199647,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
5,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,23.549999237060547,360.7897461550019,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
6,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,14.75,357.9490474370032,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
7,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,356.7754378949976,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
8,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.639999389648438,355.1981273010024,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
9,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.609999656677246,356.5847736990036,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.95_b1.0,,1.0
0,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,356.3437783349982,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
1,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,356.1370946080024,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
2,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,16.03999900817871,356.53780936600015,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
3,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,27.68000030517578,356.60091727300096,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
4,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.63999938964844,354.6233815140004,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
5,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.920000076293945,358.6103988379982,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
6,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,14.519999504089355,357.84153517400046,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
7,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,355.2693630549984,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
8,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.9399995803833,356.3988288340006,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
9,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,11.729999542236328,357.9988667960024,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b0.1,,0.1
0,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,357.4075137510008,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
1,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,355.511654897,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
2,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,16.079999923706055,354.8073205319997,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
3,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,14.609999656677246,353.6859340789997,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
4,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.100000381469727,345.75580040099885,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
5,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.920000076293945,346.88337833400146,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
6,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,13.380000114440918,347.41540569100107,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
7,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,346.2735968410016,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
8,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,11.449999809265137,353.2667329930009,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
9,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.609999656677246,356.7888865940004,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.001_g0.99_b1.0,,1.0
0,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,356.8452432340018,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
1,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,355.0302027940015,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
2,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,352.6100370050008,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
