seed,episode,reward,episode_length,loss,eval_success_rate,intrinsic_reward,policy_entropy,algorithm,learning_rate,gamma,env_name,reward_type
9,1,-200.0,200,0.9780011773109436,-1.0,0.0003715639759320766,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,2,-200.0,200,0.9591555595397949,-1.0,0.00036876669037155807,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,3,-200.0,200,0.9423895478248596,-1.0,0.0004368916852399707,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,4,-200.0,200,0.9786398410797119,-1.0,0.0003800324921030551,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,5,-200.0,200,0.9625195264816284,-1.0,0.00040252634789794683,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,6,-200.0,200,0.9741848111152649,-1.0,0.00042827127617783844,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,7,-200.0,200,0.9593672752380371,-1.0,0.0004222163697704673,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,8,-200.0,200,0.9454343318939209,-1.0,0.00038769247476011515,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,9,-200.0,200,0.9719512462615967,-1.0,0.00037639960646629333,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,10,-200.0,200,0.9580957889556885,-1.0,0.0003694033657666296,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,11,-200.0,200,0.969143271446228,-1.0,0.0004137095238547772,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,12,-200.0,200,0.9550155997276306,-1.0,0.0003779003454837948,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,13,-200.0,200,0.9420731067657471,-1.0,0.0003726545546669513,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,14,-200.0,200,0.9648279547691345,-1.0,0.00038121658144518733,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,15,-200.0,200,0.9518440961837769,-1.0,0.00039517186814919114,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,16,-200.0,200,0.9625855684280396,-1.0,0.0004001385241281241,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,17,-200.0,200,0.9495633840560913,-1.0,0.0003673106839414686,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,18,-200.0,200,0.9364409446716309,-1.0,0.00036311839357949793,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,19,-200.0,200,0.9595929980278015,-1.0,0.00037913801497779787,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,20,-200.0,200,0.9467916488647461,-1.0,0.00037429542862810194,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,21,-200.0,200,0.9582309126853943,-1.0,0.0003787914174608886,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,22,-200.0,200,0.9459030628204346,-1.0,0.00036571398959495127,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,23,-200.0,200,0.9326339960098267,-1.0,0.0003812182694673538,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,24,-200.0,200,0.9557778835296631,-1.0,0.00036572039243765175,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,25,-200.0,200,0.9418058395385742,-1.0,0.0003519392921589315,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,26,-200.0,200,0.9533186554908752,-1.0,0.00037673080805689096,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,27,-200.0,200,0.9381670951843262,-1.0,0.0003885034820996225,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,28,-200.0,200,0.9263817071914673,-1.0,0.0003502718755044043,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,29,-200.0,200,0.9474937915802002,-1.0,0.0003633683081716299,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,30,-200.0,200,0.9349167346954346,-1.0,0.00039764217217452824,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,31,-200.0,200,0.9457947015762329,-1.0,0.0003883570316247642,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,32,-200.0,200,0.9314249753952026,-1.0,0.0003750182513613254,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,33,-200.0,200,0.9188308715820312,-1.0,0.00038651289651170373,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,34,-200.0,200,0.9420721530914307,-1.0,0.0003810859634540975,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,35,-200.0,200,0.9289059042930603,-1.0,0.00038140261312946677,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,36,-200.0,200,0.9405403137207031,-1.0,0.00036527763586491346,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,37,-200.0,200,0.9263532757759094,-1.0,0.00039461723645217717,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,38,-200.0,200,0.913363516330719,-1.0,0.000377228221623227,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,39,-200.0,200,0.9412524104118347,-1.0,0.000380499754101038,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,40,-200.0,200,0.926802396774292,-1.0,0.0003724934358615428,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,41,-200.0,200,0.9363248348236084,-1.0,0.0003708363510668278,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,42,-200.0,200,0.9277804493904114,-1.0,0.000348343193763867,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,43,-200.0,200,0.9101828932762146,-1.0,0.00035536836367100477,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,44,-200.0,200,0.9379882216453552,-1.0,0.00036445839214138687,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,45,-200.0,200,0.9242185950279236,-1.0,0.0003682953829411417,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,46,-200.0,200,0.9376293420791626,-1.0,0.0003584753139875829,0.0,DQN_RND,0.001,0.99,mountaincar,dense
9,47,-200.0,200,0.9225451946258545,-1.0,0.00034988365950994194,0.0,DQN_RND,0.001,0.99,mountaincar,dense
