seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type
1,ppo_rnd,0.005,0.99,199.05,1.0,[CudaDevice(id=0)],[CudaDevice(id=0)],stochastic,199.05,2282.0337957980005,cartpole,dense
1,ppo_rnd,0.005,0.99,200.0,1.0,[CudaDevice(id=0)],[CudaDevice(id=0)],stochastic,200.0,2281.57443729,cartpole,dense
1,ppo_rnd,0.005,0.99,1.0,1.0,[CudaDevice(id=0)],[CudaDevice(id=0)],stochastic,10.99,2320.617594751,cartpole,sparse
1,ppo_rnd,0.005,0.99,1.0,1.0,[CudaDevice(id=0)],[CudaDevice(id=0)],stochastic,11.11,2319.339698403999,cartpole,sparse
