seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type
4,DQN_RND,0.001,0.95,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,407.0507327319938,mountaincar,sparse
