seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type
1,ppo_entropy,0.005,0.99,199.22,1.0,[CudaDevice(id=0)],[CudaDevice(id=0)],stochastic,199.22,5593.634989780001,cartpole,dense
1,ppo_entropy,0.005,0.99,198.08,1.0,[CudaDevice(id=0)],[CudaDevice(id=0)],stochastic,198.08,5406.867259689001,cartpole,dense
1,ppo_entropy,0.005,0.99,1.0,1.0,[CudaDevice(id=0)],[CudaDevice(id=0)],stochastic,12.65,5092.364484324999,cartpole,sparse
1,ppo_entropy,0.005,0.99,1.0,1.0,[CudaDevice(id=0)],[CudaDevice(id=0)],stochastic,17.66,5145.269715008999,cartpole,sparse
