episode,return,length,epsilon,loss,q_mean,td_error_mean,icm_loss,intrinsic_reward_mean,eval_return_mean,eval_return_std,eval_length_mean,agent,env,reward_type,lr,gamma,seed,eta
1,0.0,14,1.0,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
2,0.0,15,0.9968333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
3,0.0,13,0.9936666666666667,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
4,0.0,21,0.9905,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
5,0.0,13,0.9873333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
6,0.0,16,0.9841666666666666,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
7,0.0,52,0.981,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
8,0.0,16,0.9778333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
9,0.0,38,0.9746666666666667,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
10,0.0,19,0.9715,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
11,0.0,29,0.9683333333333334,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
12,0.0,15,0.9651666666666666,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
13,0.0,14,0.962,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
14,0.0,15,0.9588333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
15,0.0,35,0.9556666666666667,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
16,0.0,41,0.9525,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
17,0.0,15,0.9493333333333334,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
18,0.0,30,0.9461666666666667,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
19,0.0,12,0.9430000000000001,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
20,0.0,34,0.9398333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
21,0.0,17,0.9366666666666666,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
22,0.0,15,0.9335,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
23,0.0,19,0.9303333333333333,8.669324597576633e-05,-0.011853651143610477,0.009668932296335697,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
24,0.0,12,0.9271666666666667,5.408611468737945e-05,-0.02125300094485283,0.006307007744908333,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
25,0.0,14,0.924,3.0301238439278677e-05,-0.019739624112844467,0.004693284630775452,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
26,0.0,27,0.9208333333333334,3.452493911026977e-05,-0.01737995631992817,0.00565765704959631,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
27,0.0,10,0.9176666666666666,4.7089280997170135e-05,-0.019290965050458908,0.004037492908537388,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
28,0.0,28,0.9145,2.1353062038542703e-05,-0.015229765325784683,0.00433929730206728,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
29,0.0,10,0.9113333333333333,8.765494567342103e-05,-0.021948449313640594,0.007445944473147392,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
30,0.0,54,0.9081666666666667,6.53411989333108e-05,-0.01935584843158722,0.005848384462296963,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
31,0.0,12,0.905,5.670190148521215e-05,-0.020225826650857925,0.0049991728737950325,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
32,0.0,16,0.9018333333333334,4.7973306209314615e-05,-0.01639017090201378,0.005553283728659153,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
33,0.0,34,0.8986666666666667,1.5047513443278149e-05,-0.015144349075853825,0.0037605701945722103,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
34,0.0,11,0.8955,5.029023304814473e-05,-0.02106793411076069,0.004665416665375233,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
35,0.0,28,0.8923333333333333,2.5036359147634357e-05,-0.017177890986204147,0.003972664009779692,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
36,0.0,37,0.8891666666666667,3.768550595850684e-05,-0.020139718428254128,0.0047996146604418755,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
37,0.0,21,0.886,1.839100877987221e-05,-0.016312088817358017,0.004044711589813232,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
38,0.0,18,0.8828333333333334,2.836544081219472e-05,-0.018900049850344658,0.0036453930661082268,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
39,0.0,67,0.8796666666666667,4.983481267117895e-05,-0.019636206328868866,0.004491974133998156,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
40,0.0,16,0.8765000000000001,7.814986929588486e-06,-0.015050515532493591,0.00250721862539649,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
41,0.0,43,0.8733333333333333,1.8918350178864785e-05,-0.017099810764193535,0.0036371476016938686,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
42,0.0,52,0.8701666666666666,4.4594198698177934e-05,-0.016516324132680893,0.005934714339673519,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
43,0.0,19,0.867,2.386720007052645e-05,-0.019129835069179535,0.003995136823505163,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
44,0.0,57,0.8638333333333333,5.625539779430255e-05,-0.018163908272981644,0.005277225747704506,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
45,0.0,12,0.8606666666666667,2.622929787321482e-05,-0.016685131937265396,0.004776341374963522,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
46,0.0,46,0.8575,1.8724091205513105e-05,-0.016722872853279114,0.004649744369089603,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
47,0.0,33,0.8543333333333334,5.072186831966974e-05,-0.017553117126226425,0.006449064239859581,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
48,0.0,35,0.8511666666666666,2.1011539502069354e-05,-0.017986226826906204,0.004021781031042337,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
49,0.0,77,0.848,1.2525152669695672e-05,-0.015531819313764572,0.002432991750538349,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
50,0.0,33,0.8448333333333333,2.362532541155815e-05,-0.019190656021237373,0.0033852029591798782,,,0.0,0.0,150.2,dqn,cartpole,sparse,0.001,0.99,7,
51,0.0,14,0.8416666666666667,9.754643542692065e-06,-0.015584402717649937,0.0028059673495590687,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
52,0.0,24,0.8385,1.3863849744666368e-05,-0.015672380104660988,0.003041605930775404,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
53,0.0,10,0.8353333333333334,9.04482112673577e-06,-0.015346801839768887,0.002674244809895754,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
54,0.0,44,0.8321666666666667,5.35448862137855e-06,-0.016747768968343735,0.00224983599036932,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
55,0.0,28,0.829,2.7612035410129465e-05,-0.016261812299489975,0.0038770483806729317,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
56,0.0,101,0.8258333333333334,1.1276310033281334e-05,-0.014577438123524189,0.0037755491212010384,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
57,0.0,69,0.8226666666666667,2.0458192011574283e-05,-0.01635114848613739,0.0031272980850189924,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
58,0.0,38,0.8195,1.7278121958952397e-05,-0.019056200981140137,0.003904177574440837,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
59,0.0,18,0.8163333333333334,1.6728559785406105e-05,-0.010684688575565815,0.0041387551464140415,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
60,0.0,41,0.8131666666666667,1.3240056432550773e-05,-0.016368644312024117,0.0032003726810216904,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
61,0.0,16,0.81,1.6762001905590296e-05,-0.015025302767753601,0.0035888277925550938,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
62,0.0,33,0.8068333333333333,9.86215309239924e-06,-0.013216912746429443,0.0027430029585957527,,,,,,dqn,cartpole,sparse,0.001,0.99,7,
