episode,return,length,epsilon,loss,q_mean,td_error_mean,icm_loss,intrinsic_reward_mean,eval_return_mean,eval_return_std,eval_length_mean,agent,env,reward_type,lr,gamma,seed,eta
1,0.0,13,1.0,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
2,0.0,36,0.9968333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
3,0.0,75,0.9936666666666667,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
4,0.0,29,0.9905,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
5,0.0,27,0.9873333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
6,0.0,28,0.9841666666666666,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
7,0.0,22,0.981,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
8,0.0,12,0.9778333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
9,0.0,14,0.9746666666666667,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
10,0.0,12,0.9715,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
11,0.0,19,0.9683333333333334,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
12,0.0,11,0.9651666666666666,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
13,0.0,19,0.962,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
14,0.0,23,0.9588333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
15,0.0,8,0.9556666666666667,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
16,0.0,19,0.9525,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
17,0.0,18,0.9493333333333334,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
18,0.0,33,0.9461666666666667,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
19,0.0,8,0.9430000000000001,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
20,0.0,12,0.9398333333333333,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
21,0.0,16,0.9366666666666666,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
22,0.0,36,0.9335,nan,nan,nan,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
23,0.0,11,0.9303333333333333,5.938144022366032e-05,0.006151558831334114,0.008483519777655602,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
24,0.0,13,0.9271666666666667,0.01641892082989216,-0.13380536437034607,0.14889326691627502,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
25,0.0,15,0.924,0.006256440654397011,-0.0044596451334655285,0.08777498453855515,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
26,0.0,19,0.9208333333333334,0.0019856418948620558,-0.028226647526025772,0.05597042292356491,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
27,0.0,36,0.9176666666666666,0.0025815675035119057,0.016060298308730125,0.05512571334838867,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
28,0.0,28,0.9145,0.0008970277849584818,0.00028528564143925905,0.03305697441101074,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
29,0.0,33,0.9113333333333333,0.00023821242211852223,0.0022150478325784206,0.018517952412366867,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
30,0.0,12,0.9081666666666667,0.00020539903198368847,0.026378020644187927,0.01757918857038021,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
31,0.0,13,0.905,0.00010541958909016103,0.012950247153639793,0.01147545874118805,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
32,0.0,28,0.9018333333333334,0.000190645398106426,0.014548047445714474,0.015083187259733677,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
33,0.0,17,0.8986666666666667,0.00017395227041561157,0.021971091628074646,0.016334809362888336,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
34,0.0,12,0.8955,0.00011522459681145847,0.022014006972312927,0.012384966015815735,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
35,0.0,29,0.8923333333333333,0.00011029046436306089,0.011074401438236237,0.009489413350820541,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
36,0.0,16,0.8891666666666667,6.0234437114559114e-05,0.020342808216810226,0.009836966171860695,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
37,0.0,16,0.886,5.043551936978474e-05,0.018358848989009857,0.0075005958788096905,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
38,0.0,18,0.8828333333333334,4.1742016037460417e-05,0.011944154277443886,0.005852873902767897,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
39,0.0,18,0.8796666666666667,7.799635932315141e-05,0.017562612891197205,0.009461541660130024,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
40,0.0,23,0.8765000000000001,4.3388867197791114e-05,0.007916964590549469,0.006453275680541992,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
41,0.0,25,0.8733333333333333,9.029425564222038e-05,0.013730831444263458,0.00987200252711773,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
42,0.0,15,0.8701666666666666,4.798438385478221e-05,0.020749811083078384,0.006657358258962631,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
43,0.0,9,0.867,0.00013438262976706028,0.0021369969472289085,0.01415607612580061,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
44,0.0,21,0.8638333333333333,6.478636350948364e-05,0.006781449541449547,0.008510619401931763,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
45,0.0,12,0.8606666666666667,8.75085752340965e-05,0.02356656827032566,0.010434438474476337,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
46,0.0,17,0.8575,2.2953670850256458e-05,0.012043098919093609,0.004714065231382847,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
47,0.0,23,0.8543333333333334,5.8681467635324225e-05,0.012949498370289803,0.00830978062003851,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
48,0.0,10,0.8511666666666666,2.5369736249558628e-05,0.017057238146662712,0.005546035245060921,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
49,0.0,18,0.848,6.942811160115525e-05,0.018845494836568832,0.007168054115027189,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
50,0.0,12,0.8448333333333333,3.6240755434846506e-05,0.01328926719725132,0.005727555602788925,,,0.0,0.0,9.2,dqn,cartpole,sparse,0.1,0.99,8,
51,0.0,12,0.8416666666666667,4.495153916650452e-05,0.01584508642554283,0.006005513481795788,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
52,0.0,27,0.8385,7.635496149305254e-05,0.0192314051091671,0.008682377636432648,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
53,0.0,25,0.8353333333333334,0.00037143274676054716,0.030288036912679672,0.01804562471807003,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
54,0.0,13,0.8321666666666667,9.289881563745439e-05,0.003241023514419794,0.010301494970917702,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
55,0.0,13,0.829,5.919732939219102e-05,0.02143275737762451,0.0090828537940979,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
56,0.0,16,0.8258333333333334,3.388523691683076e-05,0.022696055471897125,0.006823747884482145,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
57,0.0,16,0.8226666666666667,9.224320820067078e-05,0.004941035993397236,0.010725889354944229,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
58,0.0,31,0.8195,7.22188560757786e-05,0.01740393415093422,0.00771002471446991,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
59,0.0,11,0.8163333333333334,2.6491008611628786e-05,0.011025318875908852,0.0059522525407373905,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
60,0.0,15,0.8131666666666667,6.980168836889789e-05,0.016912424936890602,0.009264426305890083,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
61,0.0,18,0.81,5.900092946831137e-05,0.01076221652328968,0.008275493048131466,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
62,0.0,13,0.8068333333333333,9.728780423756689e-05,0.018860451877117157,0.009974299930036068,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
63,0.0,17,0.8036666666666666,6.579274486284703e-05,0.014606978744268417,0.0068716080859303474,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
64,0.0,29,0.8005,3.027470847882796e-05,0.019502107053995132,0.005384558811783791,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
65,0.0,11,0.7973333333333333,8.692144911037758e-05,0.0141691779717803,0.005799815524369478,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
66,0.0,18,0.7941666666666667,7.706104952376336e-05,0.02244691178202629,0.007210897747427225,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
67,0.0,17,0.791,4.525381882558577e-05,0.01619919203221798,0.007284726947546005,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
68,0.0,15,0.7878333333333334,4.0282993722939864e-05,0.009719621390104294,0.006308898329734802,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
69,0.0,11,0.7846666666666666,9.633328591007739e-05,0.02283930405974388,0.010025065392255783,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
70,0.0,19,0.7815,6.404210580512881e-05,0.01402391865849495,0.007315305061638355,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
71,0.0,16,0.7783333333333333,7.399637252092361e-05,0.017100604251027107,0.007759047672152519,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
72,0.0,28,0.7751666666666667,6.054107143427245e-05,0.01645520329475403,0.00701813492923975,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
73,0.0,32,0.772,7.474132144125178e-05,0.017085369676351547,0.007935626432299614,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
74,0.0,16,0.7688333333333334,3.3456337405368686e-05,0.014467678964138031,0.007204928435385227,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
75,0.0,12,0.7656666666666667,5.7296205341117457e-05,0.012224562466144562,0.008494272828102112,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
76,0.0,13,0.7625,3.018849020008929e-05,0.02017808146774769,0.006659446284174919,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
77,0.0,15,0.7593333333333333,8.750910637900233e-05,0.01997140794992447,0.007953226566314697,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
78,0.0,18,0.7561666666666667,8.03210714366287e-05,0.009752734564244747,0.007707849144935608,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
79,0.0,9,0.753,8.180944132618606e-05,0.01846163533627987,0.007539029233157635,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
80,0.0,12,0.7498333333333334,3.6864494177279994e-05,0.014289861544966698,0.005604698788374662,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
81,0.0,17,0.7466666666666667,7.006786472629756e-05,0.021537013351917267,0.007286963053047657,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
82,0.0,24,0.7435,3.7351470382418483e-05,0.0188397616147995,0.006836330518126488,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
83,0.0,18,0.7403333333333333,6.273240433074534e-05,0.006100603844970465,0.008543349802494049,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
84,0.0,15,0.7371666666666667,8.868848090060055e-05,0.019945897161960602,0.00851888582110405,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
85,0.0,11,0.734,5.280871846480295e-05,0.01240464672446251,0.007552766241133213,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
86,0.0,19,0.7308333333333333,0.00010343460598960519,0.013140365481376648,0.009542876854538918,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
87,0.0,11,0.7276666666666667,5.359667557058856e-05,0.022653890773653984,0.006894528865814209,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
88,0.0,12,0.7245,3.1733659852761775e-05,0.0073110731318593025,0.006217485293745995,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
89,0.0,16,0.7213333333333334,8.228630031226203e-05,0.020192787051200867,0.008145498111844063,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
90,0.0,17,0.7181666666666666,0.00017103293794207275,0.029564261436462402,0.01350601576268673,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
91,0.0,25,0.7150000000000001,7.454381557181478e-05,0.018293386325240135,0.007044871803373098,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
92,0.0,30,0.7118333333333333,0.00010094628669321537,0.013586211949586868,0.009934649802744389,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
93,0.0,14,0.7086666666666668,0.0001784003688953817,0.03011718951165676,0.013904724270105362,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
94,0.0,20,0.7055,6.566902447957546e-05,0.021384483203291893,0.009575044736266136,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
95,0.0,23,0.7023333333333333,0.00014739882317371666,0.015715839341282845,0.0136876180768013,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
96,0.0,27,0.6991666666666667,6.894744001328945e-05,0.011874889954924583,0.008507474325597286,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
97,0.0,29,0.696,9.29558154894039e-05,0.01803189516067505,0.009483249858021736,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
98,0.0,14,0.6928333333333334,6.874922837596387e-05,0.01398431695997715,0.006688415538519621,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
99,0.0,20,0.6896666666666667,9.735473577165976e-05,0.021170951426029205,0.007747543975710869,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
100,0.0,9,0.6865,5.5004107707645744e-05,0.013029137626290321,0.006317309103906155,,,0.0,0.0,9.2,dqn,cartpole,sparse,0.1,0.99,8,
101,0.0,10,0.6833333333333333,0.00015928997891023755,0.017207272350788116,0.010216617956757545,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
102,0.0,17,0.6801666666666667,3.9836057112552226e-05,0.01995636336505413,0.006591576151549816,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
103,0.0,10,0.677,6.775849760742858e-05,0.011363483034074306,0.008677039295434952,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
104,0.0,19,0.6738333333333333,0.00012871393118984997,0.01887502148747444,0.007696964778006077,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
105,0.0,14,0.6706666666666667,8.218027505790815e-05,0.016728781163692474,0.009896531701087952,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
106,0.0,9,0.6675,0.00011076382361352444,0.028123639523983,0.010392493568360806,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
107,0.0,23,0.6643333333333333,7.281363650690764e-05,0.011257905513048172,0.008424002677202225,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
108,0.0,13,0.6611666666666667,7.275454117916524e-05,0.023558299988508224,0.008279860019683838,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
109,0.0,16,0.658,9.577415767125785e-05,0.0049636042676866055,0.010999640449881554,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
110,0.0,13,0.6548333333333334,4.530835212790407e-05,0.01818588376045227,0.006710967049002647,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
111,0.0,13,0.6516666666666667,0.0003734602651093155,0.030637482181191444,0.01741439662873745,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
112,0.0,14,0.6485000000000001,0.00016926256648730487,0.009760219603776932,0.012098761275410652,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
113,0.0,11,0.6453333333333333,5.008239531889558e-05,0.021811768412590027,0.008683365769684315,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
114,0.0,13,0.6421666666666668,0.00015030916256364435,0.029683757573366165,0.01163371093571186,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
115,0.0,19,0.639,0.00013872953422833234,0.007121201604604721,0.010809449478983879,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
116,0.0,12,0.6358333333333333,0.00012099368905182928,0.022591644898056984,0.010216199792921543,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
117,0.0,19,0.6326666666666667,6.0236525314394385e-05,0.02044726349413395,0.0074951304122805595,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
118,0.0,18,0.6295,5.8613557484932244e-05,0.012887455523014069,0.008177358657121658,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
119,0.0,25,0.6263333333333334,4.0322571294382215e-05,0.021364977583289146,0.006319242529571056,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
120,0.0,13,0.6231666666666666,2.1940748410997912e-05,0.01668517291545868,0.005295310169458389,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
121,0.0,32,0.62,8.296176383737475e-05,0.012862174771726131,0.007919590920209885,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
122,0.0,10,0.6168333333333333,6.430275971069932e-05,0.02383262664079666,0.009524313732981682,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
123,0.0,29,0.6136666666666667,8.149645145749673e-05,0.01571696065366268,0.009151945821940899,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
124,0.0,14,0.6105,6.719183147652075e-05,0.014928290620446205,0.007543191313743591,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
125,0.0,23,0.6073333333333333,6.75677292747423e-05,0.02298557013273239,0.007984418421983719,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
126,0.0,17,0.6041666666666667,6.137850868981332e-05,0.01607024483382702,0.00689838919788599,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
127,0.0,35,0.601,8.172498201020062e-05,0.01601478084921837,0.00773992296308279,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
128,0.0,19,0.5978333333333333,8.939314284361899e-05,0.022648317739367485,0.009560901671648026,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
129,0.0,16,0.5946666666666667,8.31361539894715e-05,0.015911024063825607,0.006341123953461647,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
130,0.0,14,0.5915,0.00011326486855978146,0.011564414948225021,0.010640881955623627,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
131,0.0,15,0.5883333333333334,4.5828586735296994e-05,0.023710045963525772,0.0056788064539432526,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
132,0.0,10,0.5851666666666667,0.00011494332284200937,0.020624645054340363,0.008376598358154297,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
133,0.0,13,0.5820000000000001,5.263349157758057e-05,0.016377439722418785,0.006543322000652552,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
134,0.0,12,0.5788333333333333,7.880500925239176e-05,0.020959744229912758,0.008731560781598091,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
135,0.0,14,0.5756666666666668,4.390197136672214e-05,0.024234818294644356,0.006807626225054264,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
136,0.0,13,0.5725,7.569591252831742e-05,0.007773642428219318,0.0085952989757061,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
137,0.0,18,0.5693333333333334,0.00010687258327379823,0.022836480289697647,0.011132407002151012,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
138,0.0,9,0.5661666666666667,5.332812725100666e-05,0.03695724904537201,0.007568094413727522,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
139,0.0,18,0.563,5.617579154204577e-05,0.03776046633720398,0.008278454653918743,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
140,0.0,16,0.5598333333333334,7.152726175263524e-05,0.03783174604177475,0.00787975825369358,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
141,0.0,13,0.5566666666666666,0.00012422459258232266,0.027705878019332886,0.009920930489897728,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
142,0.0,10,0.5535000000000001,0.00011516851373016834,0.037138186395168304,0.008590595796704292,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
143,0.0,10,0.5503333333333333,9.994465654017404e-05,0.03166922554373741,0.007711616810411215,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
144,0.0,10,0.5471666666666667,6.753579509677365e-05,0.029145989567041397,0.007173436693847179,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
145,0.0,11,0.544,9.667944686952978e-05,0.03261035680770874,0.0069517334923148155,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
146,0.0,15,0.5408333333333333,4.8080080887302756e-05,0.040130745619535446,0.006113138049840927,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
147,0.0,9,0.5376666666666667,7.582913531223312e-05,0.028144706040620804,0.006550568155944347,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
148,0.0,15,0.5345,9.490328375250101e-05,0.030021585524082184,0.007213023025542498,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
149,0.0,18,0.5313333333333333,0.00011480435932753608,0.037942059338092804,0.009074239060282707,,,,,,dqn,cartpole,sparse,0.1,0.99,8,
