episode,return,length,epsilon,loss,q_mean,td_error_mean,icm_loss,intrinsic_reward_mean,eval_return_mean,eval_return_std,eval_length_mean,agent,env,reward_type,lr,gamma,seed,eta
1,29.0,29,1.0,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
2,15.0,15,0.9968333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
3,16.0,16,0.9936666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
4,10.0,10,0.9905,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
5,20.0,20,0.9873333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
6,31.0,31,0.9841666666666666,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
7,18.0,18,0.981,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
8,19.0,19,0.9778333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
9,13.0,13,0.9746666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
10,10.0,10,0.9715,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
11,16.0,16,0.9683333333333334,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
12,15.0,15,0.9651666666666666,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
13,14.0,14,0.962,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
14,10.0,10,0.9588333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
15,38.0,38,0.9556666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
16,11.0,11,0.9525,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
17,35.0,35,0.9493333333333334,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
18,14.0,14,0.9461666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
19,24.0,24,0.9430000000000001,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
20,17.0,17,0.9398333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
21,10.0,10,0.9366666666666666,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
22,12.0,12,0.9335,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
23,17.0,17,0.9303333333333333,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
24,30.0,30,0.9271666666666667,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
25,18.0,18,0.924,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
26,21.0,21,0.9208333333333334,nan,nan,nan,,,,,,dqn,cartpole,dense,0.1,0.99,1,
27,21.0,21,0.9176666666666666,0.9487354159355164,2.4477741718292236,1.4358243942260742,,,,,,dqn,cartpole,dense,0.1,0.99,1,
28,31.0,31,0.9145,0.11989763379096985,1.0107415914535522,0.3718317151069641,,,,,,dqn,cartpole,dense,0.1,0.99,1,
29,53.0,53,0.9113333333333333,0.001226217718794942,1.027094841003418,0.039993420243263245,,,,,,dqn,cartpole,dense,0.1,0.99,1,
30,19.0,19,0.9081666666666667,0.0017954657087102532,1.0359530448913574,0.056127265095710754,,,,,,dqn,cartpole,dense,0.1,0.99,1,
31,13.0,13,0.905,0.0020706108771264553,1.0104796886444092,0.05544821918010712,,,,,,dqn,cartpole,dense,0.1,0.99,1,
32,9.0,9,0.9018333333333334,0.0008658970473334193,0.9957462549209595,0.03353884816169739,,,,,,dqn,cartpole,dense,0.1,0.99,1,
33,38.0,38,0.8986666666666667,0.0008152470691129565,1.0468906164169312,0.0356149896979332,,,,,,dqn,cartpole,dense,0.1,0.99,1,
34,21.0,21,0.8955,0.000288552837446332,1.0102159976959229,0.01900840364396572,,,,,,dqn,cartpole,dense,0.1,0.99,1,
35,32.0,32,0.8923333333333333,0.00010698901314754039,1.0099596977233887,0.012449012137949467,,,,,,dqn,cartpole,dense,0.1,0.99,1,
36,27.0,27,0.8891666666666667,0.00010820839088410139,1.0196239948272705,0.012904120609164238,,,,,,dqn,cartpole,dense,0.1,0.99,1,
37,15.0,15,0.886,5.5862037697806954e-05,1.011324167251587,0.007817059755325317,,,,,,dqn,cartpole,dense,0.1,0.99,1,
38,38.0,38,0.8828333333333334,4.4704138417728245e-05,1.0057108402252197,0.007170204073190689,,,,,,dqn,cartpole,dense,0.1,0.99,1,
39,18.0,18,0.8796666666666667,5.3739171562483534e-05,1.0101978778839111,0.008412227034568787,,,,,,dqn,cartpole,dense,0.1,0.99,1,
40,21.0,21,0.8765000000000001,3.406523319426924e-05,1.0119130611419678,0.006847850047051907,,,,,,dqn,cartpole,dense,0.1,0.99,1,
41,46.0,46,0.8733333333333333,3.5510729503585026e-05,1.0087883472442627,0.0064463065937161446,,,,,,dqn,cartpole,dense,0.1,0.99,1,
42,10.0,10,0.8701666666666666,2.2420661480282433e-05,1.0100231170654297,0.0050653498619794846,,,,,,dqn,cartpole,dense,0.1,0.99,1,
43,18.0,18,0.867,2.538893386372365e-05,1.0118136405944824,0.0050913430750370026,,,,,,dqn,cartpole,dense,0.1,0.99,1,
44,24.0,24,0.8638333333333333,2.2508316760649905e-05,1.009955644607544,0.0051114484667778015,,,,,,dqn,cartpole,dense,0.1,0.99,1,
45,12.0,12,0.8606666666666667,2.3876247723819688e-05,1.008542537689209,0.00559444073587656,,,,,,dqn,cartpole,dense,0.1,0.99,1,
46,19.0,19,0.8575,2.3488220904255286e-05,1.0107133388519287,0.0052116140723228455,,,,,,dqn,cartpole,dense,0.1,0.99,1,
47,30.0,30,0.8543333333333334,2.5666080546216108e-05,1.0099709033966064,0.005280111916363239,,,,,,dqn,cartpole,dense,0.1,0.99,1,
48,17.0,17,0.8511666666666666,3.170644777128473e-05,1.0101255178451538,0.00591305922716856,,,,,,dqn,cartpole,dense,0.1,0.99,1,
49,13.0,13,0.848,1.5991818145266734e-05,1.0094308853149414,0.004236707463860512,,,,,,dqn,cartpole,dense,0.1,0.99,1,
50,10.0,10,0.8448333333333333,4.562192043522373e-05,1.0108909606933594,0.006459730677306652,,,9.5,0.5,9.5,dqn,cartpole,dense,0.1,0.99,1,
51,12.0,12,0.8416666666666667,4.3738706153817475e-05,1.0120078325271606,0.006236618384718895,,,,,,dqn,cartpole,dense,0.1,0.99,1,
52,12.0,12,0.8385,2.7623591449810192e-05,1.0106182098388672,0.005307868123054504,,,,,,dqn,cartpole,dense,0.1,0.99,1,
53,37.0,37,0.8353333333333334,4.0961895138025284e-05,1.0112767219543457,0.006362673826515675,,,,,,dqn,cartpole,dense,0.1,0.99,1,
54,39.0,39,0.8321666666666667,3.119240136584267e-05,1.0111026763916016,0.005054348148405552,,,,,,dqn,cartpole,dense,0.1,0.99,1,
55,19.0,19,0.829,2.6975290893460624e-05,1.0102450847625732,0.005114994943141937,,,,,,dqn,cartpole,dense,0.1,0.99,1,
56,14.0,14,0.8258333333333334,1.6329069694620557e-05,1.0103576183319092,0.004152281209826469,,,,,,dqn,cartpole,dense,0.1,0.99,1,
57,30.0,30,0.8226666666666667,1.3519244021154009e-05,1.009983777999878,0.0035525336861610413,,,,,,dqn,cartpole,dense,0.1,0.99,1,
58,16.0,16,0.8195,1.9407305444474332e-05,1.0099987983703613,0.004116261377930641,,,,,,dqn,cartpole,dense,0.1,0.99,1,
59,47.0,47,0.8163333333333334,2.1269226635922678e-05,1.010879397392273,0.004521672613918781,,,,,,dqn,cartpole,dense,0.1,0.99,1,
60,24.0,24,0.8131666666666667,2.9376460588537157e-05,1.0105953216552734,0.004883964546024799,,,,,,dqn,cartpole,dense,0.1,0.99,1,
61,17.0,17,0.81,4.499953502090648e-05,1.0124008655548096,0.006365484558045864,,,,,,dqn,cartpole,dense,0.1,0.99,1,
62,15.0,15,0.8068333333333333,2.0041372408741154e-05,1.0102715492248535,0.004295903258025646,,,,,,dqn,cartpole,dense,0.1,0.99,1,
63,9.0,9,0.8036666666666666,1.7680162272881716e-05,1.0106608867645264,0.003942916169762611,,,,,,dqn,cartpole,dense,0.1,0.99,1,
64,18.0,18,0.8005,2.6585388695821166e-05,1.0095887184143066,0.004665166139602661,,,,,,dqn,cartpole,dense,0.1,0.99,1,
65,25.0,25,0.7973333333333333,2.826671152433846e-05,1.0106613636016846,0.0052721621468663216,,,,,,dqn,cartpole,dense,0.1,0.99,1,
66,12.0,12,0.7941666666666667,2.6897558200289495e-05,1.011277437210083,0.004960400052368641,,,,,,dqn,cartpole,dense,0.1,0.99,1,
67,53.0,53,0.791,4.520801667240448e-05,1.0104773044586182,0.006757035851478577,,,,,,dqn,cartpole,dense,0.1,0.99,1,
68,19.0,19,0.7878333333333334,2.0322395357652567e-05,1.0114600658416748,0.004498305730521679,,,,,,dqn,cartpole,dense,0.1,0.99,1,
69,17.0,17,0.7846666666666666,3.346671655890532e-05,1.0106279850006104,0.005759399384260178,,,,,,dqn,cartpole,dense,0.1,0.99,1,
70,13.0,13,0.7815,1.6702735592843965e-05,1.0096734762191772,0.003759324550628662,,,,,,dqn,cartpole,dense,0.1,0.99,1,
71,10.0,10,0.7783333333333333,1.588716622791253e-05,1.008188009262085,0.0041080620139837265,,,,,,dqn,cartpole,dense,0.1,0.99,1,
72,29.0,29,0.7751666666666667,1.5036157492431812e-05,1.0107641220092773,0.0038205748423933983,,,,,,dqn,cartpole,dense,0.1,0.99,1,
73,13.0,13,0.772,2.6605088351061568e-05,1.0098369121551514,0.0044132135808467865,,,,,,dqn,cartpole,dense,0.1,0.99,1,
74,16.0,16,0.7688333333333334,3.2864911190699786e-05,1.0119619369506836,0.005372948013246059,,,,,,dqn,cartpole,dense,0.1,0.99,1,
75,15.0,15,0.7656666666666667,4.623042332241312e-05,1.011535406112671,0.00602011289447546,,,,,,dqn,cartpole,dense,0.1,0.99,1,
76,18.0,18,0.7625,2.640720413182862e-05,1.0103325843811035,0.004682495258748531,,,,,,dqn,cartpole,dense,0.1,0.99,1,
77,13.0,13,0.7593333333333333,3.743595152627677e-05,1.0112006664276123,0.006088929250836372,,,,,,dqn,cartpole,dense,0.1,0.99,1,
78,11.0,11,0.7561666666666667,1.3057117030257359e-05,1.0115147829055786,0.0036173872649669647,,,,,,dqn,cartpole,dense,0.1,0.99,1,
79,27.0,27,0.753,1.2162548046035226e-05,1.0109548568725586,0.003525370731949806,,,,,,dqn,cartpole,dense,0.1,0.99,1,
80,14.0,14,0.7498333333333334,3.249754445278086e-05,1.0107040405273438,0.005416122265160084,,,,,,dqn,cartpole,dense,0.1,0.99,1,
