seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type,env_reward,alpha
5,DQN_Entropy,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,116.64999389648438,325.7088878149998,cartpole,sparse,cartpole_sparse,0.05
6,DQN_Entropy,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,35.75,290.4351978909999,cartpole,sparse,cartpole_sparse,0.05
7,DQN_Entropy,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,277.1704542010002,cartpole,sparse,cartpole_sparse,0.05
8,DQN_Entropy,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,26.209999084472656,288.4423941790001,cartpole,sparse,cartpole_sparse,0.05
9,DQN_Entropy,0.0005,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,44.06999969482422,298.38200781999967,cartpole,sparse,cartpole_sparse,0.05
0,DQN_Entropy,0.0005,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.469999313354492,1197.6949127200005,cartpole,sparse,cartpole_sparse,0.01
1,DQN_Entropy,0.0005,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,11.670000076293944,1198.6026027179996,cartpole,sparse,cartpole_sparse,0.01
2,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,43.77000045776367,248.97425153800003,cartpole,sparse,cartpole_sparse,0.01
3,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,232.78971674199997,cartpole,sparse,cartpole_sparse,0.01
4,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,13.130000114440918,234.967464397,cartpole,sparse,cartpole_sparse,0.01
5,DQN_Entropy,0.0005,0.99,0.959999978542328,0.0399999991059303,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,118.7199935913086,274.747078377,cartpole,sparse,cartpole_sparse,0.01
6,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,37.09999847412109,253.013493318,cartpole,sparse,cartpole_sparse,0.01
7,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,239.834018775,cartpole,sparse,cartpole_sparse,0.01
8,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,29.729999542236328,250.35404087100005,cartpole,sparse,cartpole_sparse,0.01
9,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,45.75,257.23756664199993,cartpole,sparse,cartpole_sparse,0.01
0,DQN_Entropy,0.0005,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.469999313354492,1197.6442491409998,cartpole,sparse,cartpole_sparse,0.05
1,DQN_Entropy,0.0005,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,10.829999923706056,1186.8316906389991,cartpole,sparse,cartpole_sparse,0.05
2,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,43.7599983215332,259.059173096,cartpole,sparse,cartpole_sparse,0.05
3,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,242.82186351500013,cartpole,sparse,cartpole_sparse,0.05
4,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,243.46764187100007,cartpole,sparse,cartpole_sparse,0.05
5,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,113.97000122070312,283.64434138900003,cartpole,sparse,cartpole_sparse,0.05
6,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,34.64999771118164,237.08501637299992,cartpole,sparse,cartpole_sparse,0.05
7,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,226.41920443800015,cartpole,sparse,cartpole_sparse,0.05
8,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,26.6299991607666,234.762573539,cartpole,sparse,cartpole_sparse,0.05
9,DQN_Entropy,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,42.70000076293945,243.93350528399992,cartpole,sparse,cartpole_sparse,0.05
0,DQN_Entropy,0.001,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,10.710000038146973,1198.8987440590008,cartpole,sparse,cartpole_sparse,0.01
1,DQN_Entropy,0.001,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1186.778574336,cartpole,sparse,cartpole_sparse,0.01
2,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,36.64999771118164,255.5112203220001,cartpole,sparse,cartpole_sparse,0.01
3,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,248.168674517,cartpole,sparse,cartpole_sparse,0.01
4,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,34.540000915527344,250.718887558,cartpole,sparse,cartpole_sparse,0.01
5,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,106.70999908447266,283.6646732620002,cartpole,sparse,cartpole_sparse,0.01
6,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,23.71999931335449,251.34590205600037,cartpole,sparse,cartpole_sparse,0.01
7,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,246.54730360899973,cartpole,sparse,cartpole_sparse,0.01
8,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,17.119998931884766,249.67179965399964,cartpole,sparse,cartpole_sparse,0.01
9,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,19.07999992370605,256.41995196000016,cartpole,sparse,cartpole_sparse,0.01
0,DQN_Entropy,0.001,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,14.779999732971191,1223.6082171890012,cartpole,sparse,cartpole_sparse,0.05
1,DQN_Entropy,0.001,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1195.1603790609988,cartpole,sparse,cartpole_sparse,0.05
2,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,36.2599983215332,289.29199642899994,cartpole,sparse,cartpole_sparse,0.05
3,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,278.0956826439997,cartpole,sparse,cartpole_sparse,0.05
4,DQN_Entropy,0.001,0.95,0.949999988079071,0.0499999970197677,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,50.80999755859375,279.0599375210004,cartpole,sparse,cartpole_sparse,0.05
5,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,103.72999572753906,323.8406556320001,cartpole,sparse,cartpole_sparse,0.05
6,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.28999900817871,275.249065477,cartpole,sparse,cartpole_sparse,0.05
7,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,268.8031049880001,cartpole,sparse,cartpole_sparse,0.05
8,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,16.619998931884766,271.48399829400023,cartpole,sparse,cartpole_sparse,0.05
9,DQN_Entropy,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.86999893188477,280.238367768,cartpole,sparse,cartpole_sparse,0.05
0,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.31999969482422,148.03541844099527,cartpole,sparse,cartpole_sparse,0.01
1,DQN_Entropy,0.001,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1169.2284366269996,cartpole,sparse,cartpole_sparse,0.01
2,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,33.630001068115234,301.6980016739981,cartpole,sparse,cartpole_sparse,0.01
3,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,293.41487669000344,cartpole,sparse,cartpole_sparse,0.01
4,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,25.100000381469727,292.09882903599646,cartpole,sparse,cartpole_sparse,0.01
5,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,107.3499984741211,329.2301169279963,cartpole,sparse,cartpole_sparse,0.01
6,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.939998626708984,295.8259651629924,cartpole,sparse,cartpole_sparse,0.01
7,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,288.82218814200314,cartpole,sparse,cartpole_sparse,0.01
8,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,15.619999885559082,293.09906613000203,cartpole,sparse,cartpole_sparse,0.01
9,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.6299991607666,301.72720814100467,cartpole,sparse,cartpole_sparse,0.01
0,DQN_Entropy,0.001,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,12.420000076293944,1189.628575576,cartpole,sparse,cartpole_sparse,0.05
1,DQN_Entropy,0.001,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1150.0116467490006,cartpole,sparse,cartpole_sparse,0.05
2,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,33.869998931884766,281.2241608649929,cartpole,sparse,cartpole_sparse,0.05
3,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,272.6481230950012,cartpole,sparse,cartpole_sparse,0.05
4,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,24.82999992370605,269.9362799619994,cartpole,sparse,cartpole_sparse,0.05
5,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,100.81999969482422,307.49321774800774,cartpole,sparse,cartpole_sparse,0.05
6,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.10999870300293,226.912380838,cartpole,sparse,cartpole_sparse,0.05
7,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,220.448305278,cartpole,sparse,cartpole_sparse,0.05
8,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,16.739999771118164,223.959645308,cartpole,sparse,cartpole_sparse,0.05
9,DQN_Entropy,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.729999542236328,233.908450146,cartpole,sparse,cartpole_sparse,0.05
0,DQN_Entropy,0.01,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.359999656677246,1141.578023062999,cartpole,sparse,cartpole_sparse,0.01
1,DQN_Entropy,0.01,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1149.5666168459993,cartpole,sparse,cartpole_sparse,0.01
2,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,231.00176575699996,cartpole,sparse,cartpole_sparse,0.01
3,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,229.313933467,cartpole,sparse,cartpole_sparse,0.01
4,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,229.35641001699992,cartpole,sparse,cartpole_sparse,0.01
5,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,232.782523333,cartpole,sparse,cartpole_sparse,0.01
6,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,279.0022304879999,cartpole,sparse,cartpole_sparse,0.01
7,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,281.871519973,cartpole,sparse,cartpole_sparse,0.01
8,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,280.0358669760001,cartpole,sparse,cartpole_sparse,0.01
9,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.279999732971191,280.00315843400017,cartpole,sparse,cartpole_sparse,0.01
0,DQN_Entropy,0.01,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.359999656677246,1148.163935980001,cartpole,sparse,cartpole_sparse,0.05
1,DQN_Entropy,0.01,0.95,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1163.556801308001,cartpole,sparse,cartpole_sparse,0.05
2,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,278.4808452200002,cartpole,sparse,cartpole_sparse,0.05
3,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,277.0988399710002,cartpole,sparse,cartpole_sparse,0.05
4,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,277.73536092300014,cartpole,sparse,cartpole_sparse,0.05
5,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,281.65143589299987,cartpole,sparse,cartpole_sparse,0.05
6,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,239.47055526299985,cartpole,sparse,cartpole_sparse,0.05
7,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,241.5451724200002,cartpole,sparse,cartpole_sparse,0.05
8,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,239.73952464000013,cartpole,sparse,cartpole_sparse,0.05
9,DQN_Entropy,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.279999732971191,239.93406639399973,cartpole,sparse,cartpole_sparse,0.05
0,DQN_Entropy,0.01,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.359999656677246,1135.9298198340002,cartpole,sparse,cartpole_sparse,0.01
1,DQN_Entropy,0.01,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1140.9664119699992,cartpole,sparse,cartpole_sparse,0.01
2,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,248.37493041501148,cartpole,sparse,cartpole_sparse,0.01
3,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,246.30473097799404,cartpole,sparse,cartpole_sparse,0.01
4,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,246.08200019599465,cartpole,sparse,cartpole_sparse,0.01
5,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,249.64843416299848,cartpole,sparse,cartpole_sparse,0.01
6,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,271.0971031710069,cartpole,sparse,cartpole_sparse,0.01
7,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,272.76769656600663,cartpole,sparse,cartpole_sparse,0.01
8,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,271.905207060001,cartpole,sparse,cartpole_sparse,0.01
9,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.279999732971191,271.64395541000704,cartpole,sparse,cartpole_sparse,0.01
0,DQN_Entropy,0.01,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.359999656677246,1133.7272976130007,cartpole,sparse,cartpole_sparse,0.05
1,DQN_Entropy,0.01,0.99,1.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,9.31999969482422,1149.133485141001,cartpole,sparse,cartpole_sparse,0.05
2,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,271.32800628698897,cartpole,sparse,cartpole_sparse,0.05
3,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,270.50521097100864,cartpole,sparse,cartpole_sparse,0.05
4,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,270.3182674669952,cartpole,sparse,cartpole_sparse,0.05
5,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,272.4262374700047,cartpole,sparse,cartpole_sparse,0.05
6,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,272.9169998099969,cartpole,sparse,cartpole_sparse,0.05
7,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,274.5360279900051,cartpole,sparse,cartpole_sparse,0.05
8,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,272.6015166040015,cartpole,sparse,cartpole_sparse,0.05
9,DQN_Entropy,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.279999732971191,273.344636378999,cartpole,sparse,cartpole_sparse,0.05
0,DQN_Entropy,0.0005,0.95,-200.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,200.0,1947.087817328,mountaincar,dense,mountaincar_dense,0.01
1,DQN_Entropy,0.0005,0.95,-200.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,200.0,1950.8264348010048,mountaincar,dense,mountaincar_dense,0.01
2,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,291.7902406590001,mountaincar,dense,mountaincar_dense,0.01
3,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,292.8192961370005,mountaincar,dense,mountaincar_dense,0.01
4,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,291.9939856029996,mountaincar,dense,mountaincar_dense,0.01
5,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,291.5738224589986,mountaincar,dense,mountaincar_dense,0.01
6,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,321.9224681849992,mountaincar,dense,mountaincar_dense,0.01
7,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,321.9545209770004,mountaincar,dense,mountaincar_dense,0.01
8,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,322.39686632399935,mountaincar,dense,mountaincar_dense,0.01
9,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,322.2946982220001,mountaincar,dense,mountaincar_dense,0.01
0,DQN_Entropy,0.0005,0.95,-200.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,200.0,1942.6702936350048,mountaincar,dense,mountaincar_dense,0.05
1,DQN_Entropy,0.0005,0.95,-200.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,200.0,1957.7980731479984,mountaincar,dense,mountaincar_dense,0.05
2,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,295.68118330200014,mountaincar,dense,mountaincar_dense,0.05
3,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,294.6107251779995,mountaincar,dense,mountaincar_dense,0.05
4,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,294.8640761030001,mountaincar,dense,mountaincar_dense,0.05
5,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,294.8288344350003,mountaincar,dense,mountaincar_dense,0.05
6,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,292.9543188939988,mountaincar,dense,mountaincar_dense,0.05
7,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,292.9124035329987,mountaincar,dense,mountaincar_dense,0.05
8,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,293.5046790619999,mountaincar,dense,mountaincar_dense,0.05
9,DQN_Entropy,0.0005,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,293.758200272001,mountaincar,dense,mountaincar_dense,0.05
0,DQN_Entropy,0.0005,0.99,-200.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,200.0,1881.6799180169985,mountaincar,dense,mountaincar_dense,0.01
1,DQN_Entropy,0.0005,0.99,-200.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,200.0,1899.065134474004,mountaincar,dense,mountaincar_dense,0.01
2,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,293.94725956099865,mountaincar,dense,mountaincar_dense,0.01
3,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,293.0594955840006,mountaincar,dense,mountaincar_dense,0.01
4,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,293.04617515599966,mountaincar,dense,mountaincar_dense,0.01
5,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,292.87730721200023,mountaincar,dense,mountaincar_dense,0.01
6,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,280.8822982999991,mountaincar,dense,mountaincar_dense,0.01
7,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,280.609110858999,mountaincar,dense,mountaincar_dense,0.01
8,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,280.2025776619994,mountaincar,dense,mountaincar_dense,0.01
9,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,279.8851564560009,mountaincar,dense,mountaincar_dense,0.01
0,DQN_Entropy,0.0005,0.99,-200.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,200.0,1891.75566341,mountaincar,dense,mountaincar_dense,0.05
1,DQN_Entropy,0.0005,0.99,-200.0,0.0,"[CudaDevice(id=0), CudaDevice(id=1)]","[CudaDevice(id=0), CudaDevice(id=1)]",greedy,200.0,1953.390759234,mountaincar,dense,mountaincar_dense,0.05
2,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,283.39924255999904,mountaincar,dense,mountaincar_dense,0.05
3,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,281.5492895160005,mountaincar,dense,mountaincar_dense,0.05
4,DQN_Entropy,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,283.0232422570007,mountaincar,dense,mountaincar_dense,0.05
