seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type,env_reward,beta
4,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,355.4150762930003,cartpole,sparse,cartpole_sparse,0.1
5,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,64.29999542236328,366.16613141500056,cartpole,sparse,cartpole_sparse,0.1
6,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.84000015258789,348.66913810700134,cartpole,sparse,cartpole_sparse,0.1
7,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,348.5857394070008,cartpole,sparse,cartpole_sparse,0.1
8,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,19.68000030517578,354.717507409001,cartpole,sparse,cartpole_sparse,0.1
9,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,35.939998626708984,359.8797675829992,cartpole,sparse,cartpole_sparse,0.1
0,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.86999893188477,355.5713366969976,cartpole,sparse,cartpole_sparse,1.0
1,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,352.50580826700025,cartpole,sparse,cartpole_sparse,1.0
2,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,27.170000076293945,359.993720216,cartpole,sparse,cartpole_sparse,1.0
3,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,355.86942137000005,cartpole,sparse,cartpole_sparse,1.0
4,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,354.4865210400021,cartpole,sparse,cartpole_sparse,1.0
5,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,64.66999816894531,364.087836576,cartpole,sparse,cartpole_sparse,1.0
6,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,21.19999885559082,348.4150518530005,cartpole,sparse,cartpole_sparse,1.0
7,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,348.34761388100014,cartpole,sparse,cartpole_sparse,1.0
8,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,19.51000022888184,353.59742017700046,cartpole,sparse,cartpole_sparse,1.0
9,DQN_RND,0.0005,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,21.78999900817871,359.1061782979996,cartpole,sparse,cartpole_sparse,1.0
0,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,353.13743709999835,cartpole,sparse,cartpole_sparse,0.1
1,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,352.1199644320004,cartpole,sparse,cartpole_sparse,0.1
2,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,17.739999771118164,355.3082471939997,cartpole,sparse,cartpole_sparse,0.1
3,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,28.53999900817871,356.10986944199976,cartpole,sparse,cartpole_sparse,0.1
4,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.799999237060547,355.53803702100413,cartpole,sparse,cartpole_sparse,0.1
5,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,23.68000030517578,358.7500081239996,cartpole,sparse,cartpole_sparse,0.1
6,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,14.719999313354492,356.8491717020006,cartpole,sparse,cartpole_sparse,0.1
7,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,358.266689297001,cartpole,sparse,cartpole_sparse,0.1
8,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.649999618530272,356.5520624960045,cartpole,sparse,cartpole_sparse,0.1
9,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,20.6299991607666,359.53250729799765,cartpole,sparse,cartpole_sparse,0.1
0,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,356.9127403160019,cartpole,sparse,cartpole_sparse,1.0
1,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,357.9050186780005,cartpole,sparse,cartpole_sparse,1.0
2,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,17.079999923706055,357.45228865899844,cartpole,sparse,cartpole_sparse,1.0
3,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,25.51999855041504,356.8726985059984,cartpole,sparse,cartpole_sparse,1.0
4,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,19.13999938964844,356.78495577199647,cartpole,sparse,cartpole_sparse,1.0
5,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,23.549999237060547,360.7897461550019,cartpole,sparse,cartpole_sparse,1.0
6,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,14.75,357.9490474370032,cartpole,sparse,cartpole_sparse,1.0
7,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,356.7754378949976,cartpole,sparse,cartpole_sparse,1.0
8,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.639999389648438,355.1981273010024,cartpole,sparse,cartpole_sparse,1.0
9,DQN_RND,0.001,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.609999656677246,356.5847736990036,cartpole,sparse,cartpole_sparse,1.0
0,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,356.3437783349982,cartpole,sparse,cartpole_sparse,0.1
1,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,356.1370946080024,cartpole,sparse,cartpole_sparse,0.1
2,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,16.03999900817871,356.53780936600015,cartpole,sparse,cartpole_sparse,0.1
3,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,27.68000030517578,356.60091727300096,cartpole,sparse,cartpole_sparse,0.1
4,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.63999938964844,354.6233815140004,cartpole,sparse,cartpole_sparse,0.1
5,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.920000076293945,358.6103988379982,cartpole,sparse,cartpole_sparse,0.1
6,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,14.519999504089355,357.84153517400046,cartpole,sparse,cartpole_sparse,0.1
7,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,355.2693630549984,cartpole,sparse,cartpole_sparse,0.1
8,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.9399995803833,356.3988288340006,cartpole,sparse,cartpole_sparse,0.1
9,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,11.729999542236328,357.9988667960024,cartpole,sparse,cartpole_sparse,0.1
0,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,357.4075137510008,cartpole,sparse,cartpole_sparse,1.0
1,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,355.511654897,cartpole,sparse,cartpole_sparse,1.0
2,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,16.079999923706055,354.8073205319997,cartpole,sparse,cartpole_sparse,1.0
3,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,14.609999656677246,353.6859340789997,cartpole,sparse,cartpole_sparse,1.0
4,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,18.100000381469727,345.75580040099885,cartpole,sparse,cartpole_sparse,1.0
5,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,22.920000076293945,346.88337833400146,cartpole,sparse,cartpole_sparse,1.0
6,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,13.380000114440918,347.41540569100107,cartpole,sparse,cartpole_sparse,1.0
7,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,346.2735968410016,cartpole,sparse,cartpole_sparse,1.0
8,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,11.449999809265137,353.2667329930009,cartpole,sparse,cartpole_sparse,1.0
9,DQN_RND,0.001,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.609999656677246,356.7888865940004,cartpole,sparse,cartpole_sparse,1.0
0,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,356.8452432340018,cartpole,sparse,cartpole_sparse,0.1
1,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,355.0302027940015,cartpole,sparse,cartpole_sparse,0.1
2,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,352.6100370050008,cartpole,sparse,cartpole_sparse,0.1
3,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,350.3660607599995,cartpole,sparse,cartpole_sparse,0.1
4,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,353.5790055599973,cartpole,sparse,cartpole_sparse,0.1
5,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,356.0547879810001,cartpole,sparse,cartpole_sparse,0.1
6,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,355.1890737670001,cartpole,sparse,cartpole_sparse,0.1
7,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,353.4356458349976,cartpole,sparse,cartpole_sparse,0.1
8,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,356.9307282510017,cartpole,sparse,cartpole_sparse,0.1
9,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,354.6824699790013,cartpole,sparse,cartpole_sparse,0.1
0,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,356.7098384380006,cartpole,sparse,cartpole_sparse,1.0
1,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,354.84688181599995,cartpole,sparse,cartpole_sparse,1.0
2,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,356.71661124800085,cartpole,sparse,cartpole_sparse,1.0
3,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,353.3336220900019,cartpole,sparse,cartpole_sparse,1.0
4,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,350.6184086909998,cartpole,sparse,cartpole_sparse,1.0
5,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,353.0926316840014,cartpole,sparse,cartpole_sparse,1.0
6,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,353.7978942749978,cartpole,sparse,cartpole_sparse,1.0
7,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,351.8709159409991,cartpole,sparse,cartpole_sparse,1.0
8,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.469999313354492,354.0272859500001,cartpole,sparse,cartpole_sparse,1.0
9,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,354.02797141799965,cartpole,sparse,cartpole_sparse,1.0
0,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.869999885559082,341.51609923899923,cartpole,sparse,cartpole_sparse,0.1
1,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.889999389648438,343.1094323870002,cartpole,sparse,cartpole_sparse,0.1
2,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.760000228881836,351.3156918739988,cartpole,sparse,cartpole_sparse,0.1
3,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,348.82734005400016,cartpole,sparse,cartpole_sparse,0.1
4,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.529999732971191,354.02585574300065,cartpole,sparse,cartpole_sparse,0.1
5,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.059999465942385,355.0815274180004,cartpole,sparse,cartpole_sparse,0.1
6,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.149999618530272,361.80274055300106,cartpole,sparse,cartpole_sparse,0.1
7,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.469999313354492,355.946296731001,cartpole,sparse,cartpole_sparse,0.1
8,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.59000015258789,356.1951878130003,cartpole,sparse,cartpole_sparse,0.1
9,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.050000190734863,353.8550756330005,cartpole,sparse,cartpole_sparse,0.1
0,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.81999969482422,353.3795143690004,cartpole,sparse,cartpole_sparse,1.0
1,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.809999465942385,353.91490841999985,cartpole,sparse,cartpole_sparse,1.0
2,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.760000228881836,359.56589999800053,cartpole,sparse,cartpole_sparse,1.0
3,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.479999542236328,357.2896507880014,cartpole,sparse,cartpole_sparse,1.0
4,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.529999732971191,351.8612737000003,cartpole,sparse,cartpole_sparse,1.0
5,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.059999465942385,354.54660682399845,cartpole,sparse,cartpole_sparse,1.0
6,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.079999923706056,358.53285015200163,cartpole,sparse,cartpole_sparse,1.0
7,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.539999961853027,356.39278788199954,cartpole,sparse,cartpole_sparse,1.0
8,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.869999885559082,353.25160256099844,cartpole,sparse,cartpole_sparse,1.0
9,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.050000190734863,352.8748280990003,cartpole,sparse,cartpole_sparse,1.0
0,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,362.533681081004,mountaincar,dense,mountaincar_dense,0.1
1,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,362.5341512849991,mountaincar,dense,mountaincar_dense,0.1
2,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,361.1177611940002,mountaincar,dense,mountaincar_dense,0.1
3,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,361.1084903039955,mountaincar,dense,mountaincar_dense,0.1
4,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,362.6319516720032,mountaincar,dense,mountaincar_dense,0.1
5,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,362.6139708549963,mountaincar,dense,mountaincar_dense,0.1
6,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.79609198199614,mountaincar,dense,mountaincar_dense,0.1
7,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.7953786569997,mountaincar,dense,mountaincar_dense,0.1
8,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,362.561601240006,mountaincar,dense,mountaincar_dense,0.1
9,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,362.5133701779996,mountaincar,dense,mountaincar_dense,0.1
0,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,361.9996167280042,mountaincar,dense,mountaincar_dense,1.0
1,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,361.9651051949986,mountaincar,dense,mountaincar_dense,1.0
2,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,361.775800849995,mountaincar,dense,mountaincar_dense,1.0
3,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,361.7728769519963,mountaincar,dense,mountaincar_dense,1.0
4,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,367.47285092999664,mountaincar,dense,mountaincar_dense,1.0
5,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,367.31807158200536,mountaincar,dense,mountaincar_dense,1.0
6,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.78932469100255,mountaincar,dense,mountaincar_dense,1.0
7,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.7873397969961,mountaincar,dense,mountaincar_dense,1.0
8,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,368.22041951599385,mountaincar,dense,mountaincar_dense,1.0
9,DQN_RND,0.0005,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,368.23692001100426,mountaincar,dense,mountaincar_dense,1.0
0,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.9979485009972,mountaincar,dense,mountaincar_dense,0.1
1,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.9928760900002,mountaincar,dense,mountaincar_dense,0.1
2,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.8540065920024,mountaincar,dense,mountaincar_dense,0.1
3,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.8639287859987,mountaincar,dense,mountaincar_dense,0.1
4,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.9666700719972,mountaincar,dense,mountaincar_dense,0.1
5,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.96666122999886,mountaincar,dense,mountaincar_dense,0.1
6,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.4924155560002,mountaincar,dense,mountaincar_dense,0.1
7,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.4922687979997,mountaincar,dense,mountaincar_dense,0.1
8,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,362.6703952980024,mountaincar,dense,mountaincar_dense,0.1
9,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,362.6994142769981,mountaincar,dense,mountaincar_dense,0.1
0,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.0342520150007,mountaincar,dense,mountaincar_dense,1.0
1,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.0343885030016,mountaincar,dense,mountaincar_dense,1.0
2,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,363.88197029,mountaincar,dense,mountaincar_dense,1.0
3,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,363.8789711650024,mountaincar,dense,mountaincar_dense,1.0
4,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.530337694996,mountaincar,dense,mountaincar_dense,1.0
5,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.51853365999705,mountaincar,dense,mountaincar_dense,1.0
6,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,420.9749605069956,mountaincar,dense,mountaincar_dense,1.0
7,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,420.97478251600114,mountaincar,dense,mountaincar_dense,1.0
8,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,393.771041177999,mountaincar,dense,mountaincar_dense,1.0
9,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,393.7734724290058,mountaincar,dense,mountaincar_dense,1.0
0,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,430.1992847989968,mountaincar,dense,mountaincar_dense,0.1
1,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,430.1936090790041,mountaincar,dense,mountaincar_dense,0.1
2,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,463.7067498249962,mountaincar,dense,mountaincar_dense,0.1
3,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,463.7327358219991,mountaincar,dense,mountaincar_dense,0.1
4,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,421.7577023229969,mountaincar,dense,mountaincar_dense,0.1
5,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,421.73908546899474,mountaincar,dense,mountaincar_dense,0.1
6,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,403.6008132999996,mountaincar,dense,mountaincar_dense,0.1
7,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,403.5863266899978,mountaincar,dense,mountaincar_dense,0.1
8,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,401.1118677859995,mountaincar,dense,mountaincar_dense,0.1
9,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,401.085311017996,mountaincar,dense,mountaincar_dense,0.1
0,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,401.2151297759992,mountaincar,dense,mountaincar_dense,1.0
1,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,401.2224612729988,mountaincar,dense,mountaincar_dense,1.0
2,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,480.6576145979998,mountaincar,dense,mountaincar_dense,1.0
3,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,480.6686151910035,mountaincar,dense,mountaincar_dense,1.0
4,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,643.8688061900029,mountaincar,dense,mountaincar_dense,1.0
